best_japanese_car,best_business_index,lowest_co2_brand,lowest_co2_brand_value,most_price_competitive_brand,most_price_competitive_value,worst_underperforming_brand,worst_underperforming_value,cluster_count,vehicle_count,brand_count
NISSAN KICKS,96.95,MITSUBISHI,229.0,NISSAN,24933.18,INFINITI,30.36,3,39,9
